snp_index,position,Diversity_Hawaiian-population,Diversity_non-Hawaiian_population,CHROM,Fst
69125,10635616,0.001391847,2.61E-04,IV,0.378846818
69137,10636436,0.001142107,1.82E-04,IV,0.344640108
69142,10637120,0.001034419,1.75E-04,IV,0.356214673
69151,10637846,8.93E-04,2.02E-04,IV,0.404837473
69160,10640732,0.000884925,2.11E-04,IV,0.406187566
69173,10641901,9.78E-04,2.21E-04,IV,0.412709257
69186,10645470,9.33E-04,2.42E-04,IV,0.411793066
69191,10645761,9.11E-04,2.55E-04,IV,0.412219263
69192,10646145,9.33E-04,2.55E-04,IV,0.4080158
69201,10646730,0.00102435,2.34E-04,IV,0.327217296
69215,10647532,0.001097456,2.90E-04,IV,0.321788219
69220,10648022,0.001165746,3.09E-04,IV,0.347739596
69222,10648070,0.001170342,3.16E-04,IV,0.346045286
69228,10649924,0.001301012,3.09E-04,IV,0.338175048
69238,10650951,0.001283283,3.28E-04,IV,0.359807721
69250,10651761,0.00128394,3.32E-04,IV,0.372436614
69261,10652780,0.001236005,2.89E-04,IV,0.359574699
69266,10654009,0.00123119,2.72E-04,IV,0.363072985
69273,10654830,0.001308673,3.15E-04,IV,0.349585348
69281,10655792,0.001188947,3.03E-04,IV,0.358368846
69296,10657060,0.001093516,2.71E-04,IV,0.36988334
69303,10657713,0.001033762,2.79E-04,IV,0.336396833
69308,10659220,0.001106211,2.99E-04,IV,0.331097105
69318,10660099,0.001160274,2.83E-04,IV,0.298607594
69328,10661347,0.00117844,2.79E-04,IV,0.260396163
69338,10662248,0.0010342,2.65E-04,IV,0.207025717
69347,10663320,9.60E-04,2.88E-04,IV,0.251392903
69354,10664258,0.001011436,3.01E-04,IV,0.244090404
69362,10664978,9.58E-04,2.70E-04,IV,0.251233603
69368,10665266,9.70E-04,3.03E-04,IV,0.290212396
69378,10666745,8.57E-04,2.82E-04,IV,0.251745075
69384,10667301,8.45E-04,2.54E-04,IV,0.25436873
69389,10667999,8.32E-04,2.46E-04,IV,0.257556082
69398,10668748,6.56E-04,2.33E-04,IV,0.269291785
69406,10669937,5.49E-04,1.98E-04,IV,0.281693662
69413,10671051,5.68E-04,1.95E-04,IV,0.29827138
69421,10672207,5.68E-04,1.61E-04,IV,0.228637906
69430,10674259,5.71E-04,1.66E-04,IV,0.229740128
69436,10675267,6.17E-04,1.70E-04,IV,0.241525357
69443,10676392,5.45E-04,1.66E-04,IV,0.163663412
69453,10677953,6.36E-04,1.74E-04,IV,0.249931245
69455,10678435,5.94E-04,1.69E-04,IV,0.258811117
69457,10678859,5.29E-04,1.50E-04,IV,0.258504138
69460,10679267,5.03E-04,1.42E-04,IV,0.268032584
69463,10679577,4.48E-04,1.38E-04,IV,0.281771192
69466,10679659,3.76E-04,1.23E-04,IV,0.283952884
69470,10680410,3.27E-04,1.21E-04,IV,0.303006425
69472,10680847,2.60E-04,1.02E-04,IV,0.339276087
69476,10681260,1.68E-04,8.61E-05,IV,0.37095826
69480,10681441,1.41E-04,4.42E-05,IV,0.43589664
69487,10695965,0,8.57E-07,IV,0.002150538
69492,10696618,5.91E-05,1.77E-05,IV,0.069895424
69498,10697102,2.50E-04,4.76E-05,IV,0.189893235
69503,10697512,3.64E-04,8.87E-05,IV,0.32996021
69506,10697771,4.37E-04,1.14E-04,IV,0.315273177
69514,10698659,6.21E-04,1.28E-04,IV,0.269866035
69518,10698873,7.85E-04,1.52E-04,IV,0.254706932
69525,10699824,8.73E-04,1.79E-04,IV,0.238267379
69531,10700220,9.76E-04,2.04E-04,IV,0.235017388
69537,10700593,0.001100739,2.27E-04,IV,0.22225958
69539,10700864,0.001134227,2.27E-04,IV,0.219651942
69548,10701628,0.001175376,2.40E-04,IV,0.230372294
69563,10702978,0.001249576,2.64E-04,IV,0.238074771
69573,10703690,0.001185226,2.31E-04,IV,0.184982511
69577,10704016,0.001111683,2.07E-04,IV,0.180562781
69584,10704790,9.28E-04,1.93E-04,IV,0.192624145
69589,10705336,7.64E-04,1.68E-04,IV,0.193645547
69596,10706807,6.76E-04,1.42E-04,IV,0.208330196
69602,10707200,5.73E-04,1.16E-04,IV,0.20850309
69607,10707497,4.48E-04,9.38E-05,IV,0.233168033
69609,10707557,4.15E-04,9.29E-05,IV,0.240877033
69613,10707925,3.14E-04,6.36E-05,IV,0.233165973
69621,10708422,4.97E-05,9.29E-06,IV,0.026906138
69627,10709023,0,8.57E-07,IV,0.002150538
69630,10744548,6.30E-05,1.84E-05,IV,0.263409058
69636,10745247,2.34E-04,5.58E-05,IV,0.247801644
69642,10745666,3.24E-04,7.26E-05,IV,0.21069122
69646,10746188,4.49E-04,1.09E-04,IV,0.269837657
69650,10746500,5.38E-04,1.20E-04,IV,0.25138666
69656,10746886,6.40E-04,1.28E-04,IV,0.230700654
69661,10747395,7.06E-04,1.32E-04,IV,0.217555766
69663,10747533,7.06E-04,1.40E-04,IV,0.216075979
69665,10747644,7.46E-04,1.52E-04,IV,0.209356574
69669,10748589,8.39E-04,1.68E-04,IV,0.198547046
69674,10749084,7.85E-04,1.53E-04,IV,0.190298694
69687,10750292,7.56E-04,1.46E-04,IV,0.161372283
69696,10751874,7.75E-04,1.44E-04,IV,0.177737859
69704,10753594,6.90E-04,1.11E-04,IV,0.1106376
69712,10754192,6.38E-04,1.11E-04,IV,0.103570966
69724,10755810,7.42E-04,1.51E-04,IV,0.205699624
69737,10757274,8.34E-04,1.87E-04,IV,0.207856872
69744,10758007,9.41E-04,2.00E-04,IV,0.207219731
69748,10758531,9.10E-04,1.94E-04,IV,0.21022019
69755,10759228,8.80E-04,1.97E-04,IV,0.246876868
69762,10759901,9.20E-04,2.01E-04,IV,0.240589134
69772,10760507,8.42E-04,1.75E-04,IV,0.2530932
69781,10761140,8.72E-04,0.000190082,IV,0.295385461
69791,10762190,9.10E-04,2.42E-04,IV,0.321250712
69800,10764123,9.33E-04,2.66E-04,IV,0.314355252
69811,10765270,7.66E-04,2.23E-04,IV,0.286958655
69822,10766282,7.17E-04,1.89E-04,IV,0.301680589
69832,10767718,7.24E-04,2.02E-04,IV,0.341789067
69836,10767887,7.65E-04,2.03E-04,IV,0.33553016
69846,10768656,9.20E-04,2.30E-04,IV,0.324530782
69856,10769630,9.42E-04,2.65E-04,IV,0.35566167
69862,10770504,9.59E-04,2.73E-04,IV,0.350479231
69873,10771666,9.31E-04,2.54E-04,IV,0.321904175
69881,10773141,9.57E-04,2.23E-04,IV,0.315274132
69891,10773773,9.52E-04,1.92E-04,IV,0.322368646
69898,10774778,9.40E-04,1.93E-04,IV,0.323775353
69906,10775523,9.30E-04,1.92E-04,IV,0.316964739
69918,10776983,0.001023037,1.86E-04,IV,0.309212747
69924,10777431,0.001105992,2.00E-04,IV,0.321312309
69936,10779413,9.72E-04,2.09E-04,IV,0.320087185
69946,10780844,9.75E-04,1.92E-04,IV,0.277370021
69949,10781006,8.93E-04,1.80E-04,IV,0.290872473
69954,10781511,7.83E-04,1.69E-04,IV,0.299288408
69957,10781595,6.78E-04,1.45E-04,IV,0.282586991
69961,10781929,6.24E-04,1.41E-04,IV,0.293140637
69966,10782727,6.54E-04,1.36E-04,IV,0.291156846
69975,10783663,6.17E-04,1.44E-04,IV,0.310694908
69984,10784527,4.10E-04,1.24E-04,IV,0.274607147
69990,10789839,3.39E-04,1.09E-04,IV,0.221586118
69999,10790577,2.74E-04,6.23E-05,IV,0.141243951
70012,10793243,2.85E-04,6.45E-05,IV,0.147777779
70015,10793549,3.75E-04,8.04E-05,IV,0.176203483
70022,10794218,5.93E-04,1.46E-04,IV,0.368048936
70027,10794508,6.43E-04,1.52E-04,IV,0.351768175
70032,10794608,7.15E-04,1.68E-04,IV,0.343002892
70036,10795051,7.00E-04,1.83E-04,IV,0.342644111
70045,10796307,7.11E-04,1.85E-04,IV,0.328362389
70049,10796448,7.57E-04,1.79E-04,IV,0.320987489
70055,10797001,7.63E-04,1.91E-04,IV,0.344943614
70067,10798237,8.86E-04,2.09E-04,IV,0.329929031
70076,10799061,9.00E-04,1.99E-04,IV,0.348487253
70084,10800622,9.49E-04,1.99E-04,IV,0.338384169
70098,10802917,9.30E-04,1.46E-04,IV,0.206994682
70109,10803287,9.21E-04,1.52E-04,IV,0.208011508
70117,10804268,9.06E-04,1.51E-04,IV,0.197591349
70122,10805539,9.54E-04,1.44E-04,IV,0.207271212
70133,10806319,0.001070534,1.60E-04,IV,0.210896884
70141,10806764,0.001193981,2.05E-04,IV,0.277494578
70149,10807685,0.001226813,2.17E-04,IV,0.259492444
70161,10809271,0.001134665,1.97E-04,IV,0.262173959
70168,10810123,0.001120657,2.07E-04,IV,0.266323975
70181,10811096,0.001092859,2.12E-04,IV,0.260816211
70192,10812516,9.50E-04,2.04E-04,IV,0.277622553
70198,10812803,9.34E-04,1.92E-04,IV,0.283297839
70203,10813821,9.04E-04,1.97E-04,IV,0.332415743
70212,10814457,9.80E-04,2.28E-04,IV,0.332587944
70224,10815384,8.58E-04,2.04E-04,IV,0.344449318
70231,10815673,7.48E-04,1.70E-04,IV,0.29170785
70238,10816311,7.05E-04,1.46E-04,IV,0.289721699
70244,10818755,7.22E-04,1.39E-04,IV,0.290059363
70253,10819289,6.76E-04,1.16E-04,IV,0.263574393
70266,10820896,6.41E-04,1.13E-04,IV,0.310127292
70272,10822015,6.27E-04,1.14E-04,IV,0.310756656
70277,10822981,6.25E-04,1.30E-04,IV,0.305055819
70281,10823976,6.68E-04,1.20E-04,IV,0.228421251
70293,10825615,5.75E-04,8.56E-05,IV,0.1863589
70303,10827502,6.46E-04,1.01E-04,IV,0.202034507
70304,10827513,5.87E-04,8.67E-05,IV,0.188046585
70310,10827781,5.87E-04,9.01E-05,IV,0.204426731
70318,10829312,6.57E-04,1.07E-04,IV,0.213234084
70322,10829736,6.27E-04,1.04E-04,IV,0.218908842
70331,10830534,6.63E-04,1.49E-04,IV,0.337623257
70340,10832623,6.92E-04,1.56E-04,IV,0.328099654
70350,10833484,8.22E-04,1.74E-04,IV,0.354931686
70355,10834163,8.07E-04,1.87E-04,IV,0.389508238
70367,10836096,7.66E-04,1.99E-04,IV,0.394582582
70376,10836987,6.86E-04,1.82E-04,IV,0.405308022
70381,10837168,7.91E-04,2.00E-04,IV,0.385961107
70390,10838184,8.20E-04,1.94E-04,IV,0.373290846
70401,10839540,7.69E-04,2.06E-04,IV,0.369559432
70403,10839752,7.60E-04,2.04E-04,IV,0.372137852
70408,10840074,6.47E-04,1.42E-04,IV,0.270331255
70414,10840700,5.77E-04,1.29E-04,IV,0.28947077
70419,10841589,4.25E-04,9.57E-05,IV,0.227245807
70422,10841714,3.69E-04,7.24E-05,IV,0.107649471
70428,10842359,3.37E-04,5.46E-05,IV,0.119115902
70432,10842490,2.77E-04,5.04E-05,IV,0.127633253
70437,10842884,1.72E-04,3.19E-05,IV,0.072794012
70443,10843297,8.56E-05,2.94E-05,IV,0.076490996
70450,10856320,4.60E-06,5.03E-06,IV,-0.006587887
70451,10857486,1.36E-05,1.59E-05,IV,0.001074585
70457,10858403,1.43E-04,5.40E-05,IV,0.424137618
70462,10858899,3.59E-04,8.64E-05,IV,0.314445075
70464,10858992,4.28E-04,8.81E-05,IV,0.293860173
70466,10859502,4.42E-04,8.90E-05,IV,0.288540947
70469,10859610,5.12E-04,9.90E-05,IV,0.269591244
70474,10859970,5.76E-04,1.34E-04,IV,0.322513369
70478,10860549,6.86E-04,1.42E-04,IV,0.31250214
70483,10862029,7.85E-04,1.78E-04,IV,0.291180166
70485,10862204,7.85E-04,1.83E-04,IV,0.290294246
70491,10863069,8.72E-04,1.79E-04,IV,0.281508582
70502,10864451,9.23E-04,1.59E-04,IV,0.225391035
70511,10865389,8.29E-04,1.34E-04,IV,0.234833835
70515,10865597,7.90E-04,1.36E-04,IV,0.236465057
70521,10867070,9.31E-04,1.62E-04,IV,0.24339791
70527,10867907,8.75E-04,1.61E-04,IV,0.248170491
70536,10868463,9.60E-04,1.52E-04,IV,0.245220226
70545,10869408,9.78E-04,2.13E-04,IV,0.229687368
70556,10871434,0.001111902,2.07E-04,IV,0.243863312
70561,10872375,0.001216088,2.05E-04,IV,0.239754641
70569,10873499,0.001204487,2.13E-04,IV,0.2467443
70580,10874665,0.001124159,1.99E-04,IV,0.245871091
70589,10875294,0.001165308,2.14E-04,IV,0.232161265
70594,10875759,0.001210834,2.21E-04,IV,0.237492866
70601,10876736,0.001114966,2.11E-04,IV,0.236255193
70607,10877424,0.001161368,2.26E-04,IV,0.231241629
70618,10878648,0.00116881,2.28E-04,IV,0.188132324
70624,10879253,0.001090014,1.67E-04,IV,0.203224666
70635,10880392,9.35E-04,1.48E-04,IV,0.181726058
70646,10882541,0.001037483,1.62E-04,IV,0.177651945
70654,10883603,0.001038796,1.99E-04,IV,0.215872743
70662,10883965,0.001005746,2.02E-04,IV,0.226982515
70671,10885625,9.20E-04,1.90E-04,IV,0.236999314
70679,10886184,8.99E-04,1.88E-04,IV,0.22721485
70685,10886504,8.59E-04,1.78E-04,IV,0.219179802
70695,10887798,9.70E-04,1.82E-04,IV,0.25761853
70705,10889253,8.93E-04,1.65E-04,IV,0.26984576
70711,10890087,9.82E-04,1.84E-04,IV,0.253535615
70721,10890953,9.96E-04,1.95E-04,IV,0.290378171
70732,10892128,8.83E-04,1.99E-04,IV,0.343115207
70743,10893083,9.57E-04,1.77E-04,IV,0.299586422
70749,10894018,0.001033324,1.76E-04,IV,0.283687336
70760,10895178,0.0012058,1.94E-04,IV,0.285829573
70771,10896584,0.001338659,2.18E-04,IV,0.318021574
70776,10897124,0.001413297,2.15E-04,IV,0.314757408
70787,10897802,0.001411765,2.13E-04,IV,0.290989016
70794,10898724,0.001478523,2.29E-04,IV,0.311619538
70805,10899422,0.001449631,2.37E-04,IV,0.33832844
70813,10900062,0.001419425,2.25E-04,IV,0.320522822
70822,10901175,0.001510041,2.09E-04,IV,0.289935193
70833,10903021,0.001464733,2.01E-04,IV,0.319818123
70841,10904153,0.001417237,2.16E-04,IV,0.320799159
70854,10905391,0.00129751,2.16E-04,IV,0.35026684
70863,10906225,0.001170342,2.00E-04,IV,0.324699673
70867,10906515,0.0011513,2.04E-04,IV,0.323153482
70873,10907209,0.001081915,1.87E-04,IV,0.338785608
70880,10908106,9.95E-04,1.65E-04,IV,0.312689268
70891,10909350,9.47E-04,1.34E-04,IV,0.278478039
70896,10909806,9.65E-04,1.56E-04,IV,0.305752505
70905,10911018,8.15E-04,1.48E-04,IV,0.318789699
70914,10912808,7.95E-04,1.41E-04,IV,0.273617836
70925,10914638,9.74E-04,0.000149855,IV,0.285292361
70932,10915731,9.08E-04,1.22E-04,IV,0.234833513
70937,10916486,8.96E-04,1.08E-04,IV,0.235375624
70942,10917077,8.64E-04,1.03E-04,IV,0.238467385
70946,10917683,7.72E-04,1.04E-04,IV,0.232176712
70952,10918179,8.02E-04,1.40E-04,IV,0.237073492
70960,10918493,8.40E-04,1.51E-04,IV,0.240510745
70965,10919406,7.87E-04,1.31E-04,IV,0.197409889
70973,10921761,8.51E-04,1.44E-04,IV,0.191297955
70982,10923645,8.40E-04,1.68E-04,IV,0.248169223
70991,10924692,6.77E-04,1.43E-04,IV,0.231999334
70994,10925359,6.21E-04,1.42E-04,IV,0.237977366
70996,10925774,6.06E-04,1.63E-04,IV,0.291371083
71001,10926495,6.78E-04,2.15E-04,IV,0.330402113
71006,10926971,7.78E-04,2.12E-04,IV,0.327528096
71012,10927361,7.02E-04,1.75E-04,IV,0.334665985
71020,10928973,7.30E-04,2.20E-04,IV,0.37040373
71027,10931813,8.73E-04,2.43E-04,IV,0.358125059
71036,10933212,8.65E-04,2.43E-04,IV,0.367615194
71042,10934408,8.05E-04,2.20E-04,IV,0.341098445
71051,10935349,8.18E-04,2.37E-04,IV,0.340345661
71055,10935757,8.81E-04,2.44E-04,IV,0.337673019
71056,10935802,8.48E-04,2.29E-04,IV,0.312327219
71058,10935922,7.34E-04,1.75E-04,IV,0.283739417
71061,10936152,6.25E-04,1.68E-04,IV,0.286262654
71063,10936801,6.12E-04,1.63E-04,IV,0.290892061
71068,10937260,4.84E-04,1.03E-04,IV,0.220163631
71073,10938029,3.15E-04,7.01E-05,IV,0.206963857
71077,10938468,2.20E-04,5.42E-05,IV,0.195286786
71082,10938834,2.47E-04,4.17E-05,IV,0.198708401
71094,10948038,3.19E-04,5.07E-05,IV,0.185194929
71099,10948542,3.24E-04,6.64E-05,IV,0.184945108
71101,10948657,3.79E-04,6.08E-05,IV,0.180683871
71108,10949205,7.57E-04,1.10E-04,IV,0.276687533
71112,10950243,8.77E-04,1.25E-04,IV,0.268586373
71112,10950243,8.77E-04,1.25E-04,IV,0.268586373
71115,10951365,9.00E-04,1.33E-04,IV,0.262913085
71116,10951389,9.34E-04,1.33E-04,IV,0.261088698
71118,10951587,9.66E-04,1.37E-04,IV,0.256893732
71125,10951893,0.00106725,1.43E-04,IV,0.260738234
71136,10954730,9.95E-04,1.52E-04,IV,0.293597408
71140,10954929,9.55E-04,1.33E-04,IV,0.291381655
71146,10956614,0.001102709,1.59E-04,IV,0.292781656
71156,10957808,7.66E-04,1.12E-04,IV,0.247624796
71160,10958313,6.79E-04,9.78E-05,IV,0.251607956
71160,10958313,6.79E-04,9.78E-05,IV,0.251607956
71164,10958813,6.56E-04,8.93E-05,IV,0.25897917
71164,10958813,6.22E-04,8.93E-05,IV,0.261541304
71166,10959031,5.90E-04,8.50E-05,IV,0.268310177
71171,10960052,4.39E-04,7.65E-05,IV,0.276184672
71175,10960798,3.13E-04,3.67E-05,IV,0.218771029
71177,10960886,2.77E-04,3.25E-05,IV,0.232197658
71182,10961374,7.40E-05,2.57E-06,IV,0.110875685
71185,10962052,3.35E-05,0,IV,0.2
71186,10985752,9.19E-06,0,IV,0.011764706
71188,10986031,2.30E-05,8.57E-07,IV,0.009783048
71191,10987327,5.49E-05,8.57E-07,IV,0.014787204
71191,10987327,6.39E-05,8.57E-07,IV,0.017680398
71191,10987327,6.39E-05,8.57E-07,IV,0.017680398
71191,10987327,6.39E-05,8.57E-07,IV,0.017680398
71191,10987327,6.39E-05,8.57E-07,IV,0.017680398
71191,10987327,6.39E-05,8.57E-07,IV,0.017680398
71192,10987652,6.39E-05,1.71E-06,IV,0.017480821
71195,10987723,8.67E-05,4.28E-06,IV,0.017982508
71202,10994645,2.38E-04,1.96E-05,IV,0.086147864
71211,10995434,3.19E-04,2.89E-05,IV,0.082135585
71219,10996224,3.36E-04,3.23E-05,IV,0.083116336
71220,10996328,3.31E-04,3.31E-05,IV,0.083225785
71224,10996429,4.22E-04,4.47E-05,IV,0.095179695
71231,10996904,5.84E-04,6.24E-05,IV,0.121549859
71233,10997070,7.15E-04,9.02E-05,IV,0.208825365
71235,10997111,7.52E-04,9.19E-05,IV,0.204636797
71238,10997509,7.97E-04,1.23E-04,IV,0.199005776
71247,10999803,8.93E-04,1.23E-04,IV,0.190545028
71258,11000611,9.24E-04,1.20E-04,IV,0.202144223
71271,11002389,9.58E-04,1.18E-04,IV,0.204449366
71282,11004448,9.91E-04,1.28E-04,IV,0.200336021
71286,11004618,0.001056744,1.35E-04,IV,0.197558254
71292,11005304,0.001025663,1.32E-04,IV,0.199057299
71299,11005977,8.63E-04,1.14E-04,IV,0.201902835
71304,11006299,8.38E-04,1.06E-04,IV,0.12715496
71307,11006383,8.42E-04,1.06E-04,IV,0.131427955
71313,11007073,9.26E-04,7.89E-05,IV,0.16531055
71320,11007792,8.56E-04,8.39E-05,IV,0.187427183
71328,11008874,7.66E-04,7.88E-05,IV,0.196477893
71338,11011530,6.69E-04,7.53E-05,IV,0.202088427
71347,11013552,6.79E-04,6.44E-05,IV,0.205274422
71353,11015186,6.87E-04,7.50E-05,IV,0.216808989
71355,11015688,6.32E-04,6.60E-05,IV,0.223237332
71359,11016334,7.48E-04,9.94E-05,IV,0.279157151
71366,11017030,7.97E-04,9.37E-05,IV,0.286656645
71372,11018406,8.47E-04,1.00E-04,IV,0.274378374
71376,11018776,7.43E-04,9.53E-05,IV,0.259434983
71379,11020144,7.37E-04,9.29E-05,IV,0.25062506
71385,11020861,6.80E-04,8.63E-05,IV,0.2397054
71395,11022114,7.98E-04,1.44E-04,IV,0.285458275
71402,11023107,7.75E-04,1.42E-04,IV,0.288245695
71408,11025028,8.36E-04,1.29E-04,IV,0.274838011
71412,11025666,8.59E-04,1.31E-04,IV,0.270132951
71421,11026644,8.11E-04,1.02E-04,IV,0.211754795
71429,11027542,7.53E-04,9.20E-05,IV,0.217659031
71438,11028442,6.85E-04,9.46E-05,IV,0.223731513
71442,11029062,7.47E-04,9.89E-05,IV,0.218208162
71444,11029484,7.04E-04,9.38E-05,IV,0.21872028
71446,11029792,6.60E-04,9.29E-05,IV,0.227316524
71456,11030681,5.56E-04,4.14E-05,IV,0.139520264
71464,11031829,5.91E-04,5.30E-05,IV,0.143260794
71469,11032433,5.08E-04,5.21E-05,IV,0.165189876
71475,11032967,5.24E-04,6.13E-05,IV,0.179079872
71481,11036342,4.66E-04,5.79E-05,IV,0.188451049
71486,11036860,4.23E-04,6.20E-05,IV,0.195262549
71495,11038477,5.01E-04,5.35E-05,IV,0.187837932
71498,11038732,4.13E-04,4.93E-05,IV,0.198098176
71498,11038732,4.13E-04,4.93E-05,IV,0.198098176
71498,11038732,4.13E-04,4.93E-05,IV,0.198098176
71501,11039573,3.68E-04,3.85E-05,IV,0.20267065
71505,11040745,2.76E-04,2.69E-05,IV,0.224820914
71508,11041947,2.49E-04,2.35E-05,IV,0.182988989
71510,11042174,2.06E-04,1.18E-05,IV,0.166318131
71512,11042275,1.97E-04,1.09E-05,IV,0.172600392
71513,11042499,1.43E-04,3.42E-06,IV,0.089285802
71517,11048230,4.29E-05,8.57E-07,IV,0.074719342
71517,11048230,4.29E-05,8.57E-07,IV,0.074719342
71517,11048230,4.29E-05,8.57E-07,IV,0.074719342
71518,11048309,5.67E-05,8.57E-07,IV,0.060376027
71522,11056211,7.51E-05,4.28E-06,IV,0.047116071
71525,11056442,9.87E-05,1.59E-05,IV,0.065818459
71530,11057036,1.60E-04,2.59E-05,IV,0.078235778
71532,11057504,1.74E-04,2.76E-05,IV,0.074212545
71534,11057836,1.88E-04,3.10E-05,IV,0.070258848
71536,11058424,2.10E-04,3.10E-05,IV,0.0658406
71537,11058459,2.20E-04,3.10E-05,IV,0.063961172
71540,11058676,2.50E-04,4.72E-05,IV,0.062074884
71544,11059618,3.27E-04,5.56E-05,IV,0.113342012
71548,11060724,3.49E-04,5.56E-05,IV,0.110074541
71553,11061569,3.31E-04,5.30E-05,IV,0.114931071
71558,11063507,3.61E-04,4.32E-05,IV,0.114022168
71565,11064249,3.41E-04,3.73E-05,IV,0.115015959
71569,11064684,3.74E-04,3.73E-05,IV,0.115773585
71572,11065392,3.65E-04,4.45E-05,IV,0.116798428
71574,11065653,3.42E-04,4.45E-05,IV,0.121852856
71575,11065931,3.33E-04,4.45E-05,IV,0.124230768
71579,11067191,3.02E-04,2.82E-05,IV,0.13366212
71583,11068266,2.25E-04,1.99E-05,IV,0.081350378
71585,11068285,1.89E-04,1.99E-05,IV,0.088822645
71589,11069409,2.16E-04,2.07E-05,IV,0.082746869
71595,11070769,2.31E-04,1.90E-05,IV,0.091410661
71602,11077258,1.99E-04,2.82E-05,IV,0.0833757
71608,11078072,2.45E-04,3.16E-05,IV,0.093889008
71613,11078605,3.15E-04,3.85E-05,IV,0.097061917
71617,11079022,3.93E-04,5.93E-05,IV,0.095541645
71620,11079254,4.18E-04,6.60E-05,IV,0.094270981
71624,11080346,4.81E-04,1.00E-04,IV,0.099542788
71630,11080840,5.84E-04,1.09E-04,IV,0.120203113
71634,11081188,6.51E-04,1.12E-04,IV,0.117607938
71639,11081977,6.46E-04,1.11E-04,IV,0.118412225
71644,11082871,5.78E-04,1.11E-04,IV,0.116468501
71650,11083429,5.52E-04,9.80E-05,IV,0.119373046
71657,11084307,5.28E-04,1.05E-04,IV,0.112652531
71662,11084678,5.04E-04,1.08E-04,IV,0.221831075
71666,11085127,4.25E-04,8.75E-05,IV,0.243056572
71674,11086037,5.45E-04,8.59E-05,IV,0.224821096
71683,11088573,5.47E-04,5.98E-05,IV,0.229295656
71690,11089978,4.61E-04,5.40E-05,IV,0.226479911
71696,11092216,4.22E-04,5.32E-05,IV,0.237804899
71705,11093232,5.74E-04,6.83E-05,IV,0.211306264
71714,11094152,6.86E-04,1.36E-04,IV,0.255041174
71721,11096320,8.60E-04,1.61E-04,IV,0.266130466
71733,11096769,9.21E-04,1.75E-04,IV,0.268228863
71740,11097398,9.93E-04,1.63E-04,IV,0.211465085
71744,11097573,0.001041642,1.68E-04,IV,0.20570218
71750,11098115,9.37E-04,1.66E-04,IV,0.212503805
71757,11098757,0.001002025,1.70E-04,IV,0.228272304
71764,11099355,0.001094391,1.91E-04,IV,0.258486252
71765,11099517,0.001066813,1.88E-04,IV,0.261137701
71773,11099906,8.92E-04,1.74E-04,IV,0.281995485
71786,11100910,9.84E-04,1.42E-04,IV,0.289853721
71797,11102636,9.92E-04,0.000140536,IV,0.328196922
71809,11104517,9.07E-04,1.19E-04,IV,0.335913466
71819,11107849,8.22E-04,1.56E-04,IV,0.384527372
71827,11108243,8.73E-04,1.68E-04,IV,0.412763947
71834,11108970,9.48E-04,1.96E-04,IV,0.426912641
71842,11109910,9.27E-04,1.91E-04,IV,0.41834013
71851,11111166,9.29E-04,1.73E-04,IV,0.401076158
71852,11111396,9.38E-04,1.73E-04,IV,0.399235597
71852,11111396,9.38E-04,1.72E-04,IV,0.399420054
71857,11111704,7.20E-04,1.35E-04,IV,0.407263571
71863,11112085,5.24E-04,1.11E-04,IV,0.389212432
71867,11112569,4.80E-04,1.07E-04,IV,0.406779765
71871,11112971,4.43E-04,6.09E-05,IV,0.371522785
71876,11113457,3.44E-04,4.39E-05,IV,0.309873761
71881,11113909,2.29E-04,1.27E-05,IV,0.166440796
71886,11114230,1.20E-04,5.12E-06,IV,0.222254625
71891,11115136,8.97E-06,0,IV,0.035294118
71893,11144723,2.17E-05,8.23E-06,IV,0.060855179
71898,11145241,1.14E-04,1.17E-05,IV,0.080439307
71902,11145529,1.96E-04,3.53E-05,IV,0.255626463
71904,11145829,3.07E-04,4.36E-05,IV,0.282489886
71905,11145906,3.48E-04,4.36E-05,IV,0.267135574
71910,11146743,5.20E-04,7.33E-05,IV,0.323945818
71913,11146885,6.91E-04,1.02E-04,IV,0.351597264
71918,11148665,8.05E-04,1.43E-04,IV,0.372612985
71920,11149105,8.92E-04,1.67E-04,IV,0.375546604
71923,11149532,9.41E-04,2.21E-04,IV,0.428412206
71933,11150687,0.001209521,2.46E-04,IV,0.417847564
71940,11151276,0.001182599,2.47E-04,IV,0.423140393
71952,11153525,0.001333625,2.67E-04,IV,0.413835607
71960,11154405,0.00138156,2.65E-04,IV,0.399679566
71966,11154841,0.001498003,3.18E-04,IV,0.413995927
71976,11156047,0.001584241,3.45E-04,IV,0.393590959
71988,11156836,0.001630205,3.53E-04,IV,0.398816508
72001,11157849,0.001833762,4.03E-04,IV,0.424193933
72009,11158620,0.001921532,3.95E-04,IV,0.409252214
72017,11159530,0.002063584,3.69E-04,IV,0.373269619
72027,11160267,0.001782326,3.36E-04,IV,0.375285687
72029,11160374,0.001716662,3.32E-04,IV,0.380784078
72037,11160933,0.001484213,2.89E-04,IV,0.385104148
72043,11161085,0.001325089,2.82E-04,IV,0.403088672
72052,11161642,0.001363393,2.41E-04,IV,0.380574002
72062,11162450,0.001269713,2.21E-04,IV,0.383288114
72074,11163394,0.001260739,2.40E-04,IV,0.365252378
72082,11164124,9.42E-04,1.49E-04,IV,0.26722437
72088,11168714,7.68E-04,1.34E-04,IV,0.289628381
72094,11169279,5.77E-04,1.06E-04,IV,0.298044525
