c_label,collection_type,island,species_id,pcr_positive,worms_on_sample,longitude,latitude,multiple_type
C-0151,Not genotyped,Kauai,NA,NA,Yes,-159.617225,22.153236,no
C-0152,Not genotyped,Kauai,NA,NA,Tracks,-159.617267,22.147536,no
C-0154,Not genotyped,Kauai,NA,NA,Tracks,-159.660394,22.131372,no
C-0162,Not genotyped,Kauai,NA,NA,Tracks,-159.649164,22.141331,no
C-0164,Not genotyped,Kauai,NA,NA,Tracks,-159.597819,22.156056,no
C-0165,Not genotyped,Kauai,NA,NA,Tracks,-159.604289,22.148608,no
C-0170,Not genotyped,Kauai,NA,NA,Tracks,-159.611217,22.146197,no
C-0172,Not genotyped,Kauai,NA,NA,Yes,-159.613294,22.146892,no
C-0178,Not genotyped,Kauai,NA,NA,Yes,-159.323025,22.076153,no
C-0180,Not genotyped,Kauai,NA,NA,Yes,-159.595022,22.200453,no
C-0181,Not genotyped,Kauai,NA,NA,Tracks,-159.300636,22.117747,no
C-0182,Not genotyped,Kauai,NA,NA,Yes,-159.597203,22.207692,no
C-0185,Not genotyped,Kauai,NA,NA,Yes,-159.585581,22.217458,no
C-0191,Not genotyped,Kauai,NA,NA,Tracks,-159.402975,22.201536,no
C-0198,Not genotyped,Kauai,NA,NA,Yes,-159.597147,22.207494,no
C-0199,Not genotyped,Kauai,NA,NA,Tracks,-159.589703,22.214272,no
C-0207,Not genotyped,Kauai,NA,NA,Tracks,-159.597194,22.207375,no
C-0216,Not genotyped,Kauai,NA,NA,Yes,-159.617156,22.15325,no
C-0217,Not genotyped,Kauai,NA,NA,Yes,-159.594633,22.199528,no
C-0218,Not genotyped,Kauai,NA,NA,Yes,-159.595008,22.200481,no
C-0229,Not genotyped,Kauai,NA,NA,Tracks,-159.6421812,22.1499193,no
C-0230,Not genotyped,Kauai,NA,NA,Yes,-159.6423375,22.15028957,no
C-0233,Not genotyped,Kauai,NA,NA,Yes,-159.641075,22.136639,no
C-0235,Not genotyped,Kauai,NA,NA,Tracks,-159.640969,22.133458,no
C-0236,Not genotyped,Kauai,NA,NA,Yes,-159.641314,22.134103,no
C-0238,Not genotyped,Kauai,NA,NA,Yes,-159.674439,22.094539,no
C-0240,Not genotyped,Kauai,NA,NA,Yes,-159.5737687,22.12600815,no
C-0247,Not genotyped,Kauai,NA,NA,Yes,-159.647394,22.144611,no
C-0251,Not genotyped,Kauai,NA,NA,Yes,-159.42095,22.074733,no
C-0259,Not genotyped,Kauai,NA,NA,Tracks,-159.423044,22.078728,no
C-0261,Not genotyped,Kauai,NA,NA,Yes,-159.426017,22.081542,no
C-0268,Not genotyped,Kauai,NA,NA,Tracks,-159.375603,22.100686,no
C-0269,Not genotyped,Kauai,NA,NA,Tracks,-159.386672,22.102539,no
C-0270,Not genotyped,Kauai,NA,NA,Yes,-159.387061,22.102608,no
C-0273,Not genotyped,Kauai,NA,NA,Yes,-159.350322,22.082389,no
C-0274,Not genotyped,Kauai,NA,NA,Tracks,-159.387669,22.103158,no
C-0291,Not genotyped,Kauai,NA,NA,Yes,-159.425928,22.081581,no
C-0295,Not genotyped,Kauai,NA,NA,Yes,-159.425992,22.081661,no
C-0296,Not genotyped,Kauai,NA,NA,Tracks,-159.426014,22.081606,no
C-0301,Not genotyped,Kauai,NA,NA,Yes,-159.472681,22.201183,no
C-0304,Not genotyped,Maui,NA,NA,Yes,-156.535525,20.948894,no
C-0307,Not genotyped,Maui,NA,NA,Tracks,-156.535021,20.950026,no
C-0309,Not genotyped,Kauai,NA,NA,Yes,-159.4728,22.201656,no
C-0320,Not genotyped,Maui,NA,NA,Yes,-156.536608,20.949722,no
C-0324,Not genotyped,Maui,NA,NA,Yes,-156.335369,20.672186,no
C-0327,Not genotyped,Maui,NA,NA,Tracks,-156.535331,20.949403,no
C-0332,Not genotyped,Maui,NA,NA,Yes,-156.336258,20.671633,no
C-0336,Not genotyped,Maui,NA,NA,Tracks,-156.335833,20.670575,no
C-0342,Not genotyped,Maui,NA,NA,Tracks,-156.532844,20.952117,no
C-0347,Not genotyped,Maui,NA,NA,Tracks,-156.536511,20.948803,no
C-0351,Not genotyped,Maui,NA,NA,Yes,-156.536525,20.948725,no
C-0352,Not genotyped,Maui,NA,NA,Yes,-156.330458,20.679658,no
C-0361,Not genotyped,Maui,NA,NA,Yes,-156.339942,20.673981,no
C-0381,Not genotyped,Maui,NA,NA,Tracks,-156.332556,20.6759,no
C-0384,Not genotyped,Maui,NA,NA,Tracks,-156.097159,20.80732,no
C-0385,Not genotyped,Maui,NA,NA,Tracks,-156.333278,20.674186,no
C-0388,Not genotyped,Maui,NA,NA,Tracks,-156.097072,20.807294,no
C-0389,Not genotyped,Maui,NA,NA,Tracks,-156.332317,20.672508,no
C-0393,Not genotyped,Maui,NA,NA,Tracks,-156.333072,20.674875,no
C-0397,Not genotyped,Maui,NA,NA,Yes,-156.332864,20.675433,no
C-0400,Not genotyped,Maui,NA,NA,Yes,-156.096019,20.8075,no
C-0401,Not genotyped,Maui,NA,NA,Tracks,-156.332306,20.676389,no
C-0404,Not genotyped,Maui,NA,NA,Tracks,-156.095849,20.807562,no
C-0407,Not genotyped,Maui,NA,NA,Tracks,-156.003034,20.779735,no
C-0417,Not genotyped,Maui,NA,NA,Tracks,-156.332561,20.672228,no
C-0419,Not genotyped,Maui,NA,NA,Yes,-156.046589,20.793231,no
C-0422,Not genotyped,Kauai,NA,NA,Yes,-159.426061,22.082511,no
C-0423,Not genotyped,Kauai,NA,NA,Yes,-159.421142,22.075014,no
C-0425,Not genotyped,Kauai,NA,NA,Tracks,-159.421236,22.075144,no
C-0432,Not genotyped,Kauai,NA,NA,Yes,-159.427372,22.087633,no
C-0435,Not genotyped,Kauai,NA,NA,Yes,-159.429611,22.089911,no
C-0437,Not genotyped,Kauai,NA,NA,Yes,-159.424778,22.079914,no
C-0439,Not genotyped,Kauai,NA,NA,Yes,-159.426103,22.081256,no
C-0447,Not genotyped,Kauai,NA,NA,Tracks,-159.415408,22.073392,no
C-0449,Not genotyped,Kauai,NA,NA,Tracks,-159.414131,22.075181,no
C-0465,Not genotyped,Kauai,NA,NA,Tracks,-159.656158,22.123408,no
C-0470,Not genotyped,Kauai,NA,NA,Tracks,-159.655375,22.124456,no
C-0471,Not genotyped,Kauai,NA,NA,Yes,-159.6237,22.149294,no
C-0475,Not genotyped,Kauai,NA,NA,Tracks,-159.616936,22.152792,no
C-0476,Not genotyped,Kauai,NA,NA,Yes,-159.615914,22.148772,no
C-0485,Not genotyped,Kauai,NA,NA,Tracks,-159.64138,22.149054,no
C-0486,Not genotyped,Kauai,NA,NA,Tracks,-159.641363,22.149121,no
C-0487,Not genotyped,Kauai,NA,NA,Tracks,-159.641396,22.149134,no
C-0488,Not genotyped,Kauai,NA,NA,Yes,-159.641355,22.149134,no
C-0489,Not genotyped,Kauai,NA,NA,Yes,-159.6413417,22.1491113,no
C-0490,Not genotyped,Kauai,NA,NA,Tracks,-159.641364,22.149101,no
C-0491,Not genotyped,Kauai,NA,NA,Yes,-159.641366,22.149098,no
C-0492,Not genotyped,Kauai,NA,NA,Tracks,-159.641349,22.149104,no
C-0493,Not genotyped,Kauai,NA,NA,Yes,-159.64133,22.1490685,no
C-0495,Not genotyped,Kauai,NA,NA,Yes,-159.646283,22.151208,no
C-0501,Not genotyped,Kauai,NA,NA,Tracks,-159.617265,22.153389,no
C-0509,Not genotyped,Kauai,NA,NA,Tracks,-159.600203,22.152025,no
C-0522,Not genotyped,Kauai,NA,NA,Tracks,-159.660422,22.131483,no
C-0525,Not genotyped,Kauai,NA,NA,Yes,-159.660439,22.131492,no
C-0526,Not genotyped,Kauai,NA,NA,Yes,-159.660456,22.1315,no
C-0534,Not genotyped,Kauai,NA,NA,Yes,-159.660083,22.131897,no
C-0536,Not genotyped,Kauai,NA,NA,Yes,-159.660564,22.132928,no
C-0544,Not genotyped,Kauai,NA,NA,Yes,-159.6444975,22.13606677,no
C-0549,Not genotyped,Kauai,NA,NA,Yes,-159.4056079,22.05560838,no
C-0551,Not genotyped,Kauai,NA,NA,Yes,-159.412447,22.083419,no
C-0561,Not genotyped,Kauai,NA,NA,Yes,-159.377319,21.995411,no
C-0563,Not genotyped,Molokai,NA,NA,Tracks,-156.965661,21.138192,no
C-0564,Not genotyped,Maui,NA,NA,Tracks,-156.179811,20.870576,no
C-0566,Not genotyped,Kauai,NA,NA,Yes,-159.6641103,22.1214994,no
C-0569,Not genotyped,Kauai,NA,NA,Yes,-159.664492,22.121844,no
C-0572,Not genotyped,Kauai,NA,NA,Tracks,-159.6228463,22.15004209,no
C-0580,Not genotyped,Kauai,NA,NA,Tracks,-159.616136,22.151857,no
C-0589,Not genotyped,Kauai,NA,NA,Tracks,-159.664386,22.121912,no
C-0592,Not genotyped,Kauai,NA,NA,Tracks,-159.661536,22.134031,no
C-0596,Not genotyped,Kauai,NA,NA,Yes,-159.662422,22.133847,no
C-0600,Not genotyped,Kauai,NA,NA,Yes,-159.650711,22.141514,no
C-0601,Not genotyped,Kauai,NA,NA,Yes,-159.664394,22.121886,no
C-0606,Not genotyped,Kauai,NA,NA,Tracks,-159.670014,22.086264,no
C-0610,Not genotyped,Kauai,NA,NA,Tracks,-159.6172,22.153261,no
C-0614,Not genotyped,Kauai,NA,NA,Tracks,-159.664469,22.121839,no
C-0618,Not genotyped,Kauai,NA,NA,Tracks,-159.7087518,22.12394834,no
C-0620,Not genotyped,Molokai,NA,NA,Yes,-156.965933,21.137994,no
C-0621,Not genotyped,Maui,NA,NA,Tracks,-156.515413,20.88202,no
C-0626,Not genotyped,Molokai,NA,NA,Yes,-157.005386,21.177153,no
C-0629,Not genotyped,Molokai,NA,NA,Tracks,-157.008278,21.175608,no
C-0630,Not genotyped,Molokai,NA,NA,Tracks,-157.008285,21.175636,no
C-0634,Not genotyped,Molokai,NA,NA,Tracks,-157.008278,21.175678,no
C-0635,Not genotyped,Molokai,NA,NA,Tracks,-157.008403,21.175631,no
C-0636,Not genotyped,Molokai,NA,NA,Yes,-157.008278,21.175561,no
C-0638,Not genotyped,Molokai,NA,NA,Tracks,-157.008275,21.175514,no
C-0641,Not genotyped,Molokai,NA,NA,Tracks,-157.008225,21.175617,no
C-0644,Not genotyped,Molokai,NA,NA,Tracks,-157.00505,21.176078,no
C-0646,Not genotyped,Molokai,NA,NA,Tracks,-156.96595,21.137981,no
C-0647,Not genotyped,Molokai,NA,NA,Yes,-157.005344,21.176989,no
C-0648,Not genotyped,Molokai,NA,NA,Yes,-157.005483,21.177225,no
C-0649,Not genotyped,Kauai,NA,NA,Tracks,-159.645311,22.128939,no
C-0652,Not genotyped,Kauai,NA,NA,Yes,-159.650444,22.125197,no
C-0655,Not genotyped,Kauai,NA,NA,Tracks,-159.660481,22.131611,no
C-0656,Not genotyped,Kauai,NA,NA,Yes,-159.660475,22.131533,no
C-0657,Not genotyped,Kauai,NA,NA,Yes,-159.660417,22.13155,no
C-0660,Not genotyped,Kauai,NA,NA,Tracks,-159.660369,22.131403,no
C-0661,Not genotyped,Kauai,NA,NA,Tracks,-159.652769,22.141961,no
C-0663,Not genotyped,Kauai,NA,NA,Tracks,-159.653425,22.142539,no
C-0664,Not genotyped,Kauai,NA,NA,Tracks,-159.654581,22.143375,no
C-0667,Not genotyped,Kauai,NA,NA,Tracks,-159.649608,22.127789,no
C-0670,Not genotyped,Kauai,NA,NA,Yes,-159.660244,22.129983,no
C-0672,Not genotyped,Kauai,NA,NA,Tracks,-159.66035,22.130597,no
C-0675,Not genotyped,Kauai,NA,NA,Yes,-159.663578,22.134589,no
C-0683,Not genotyped,Kauai,NA,NA,Yes,-159.65635,22.123311,no
C-0685,Not genotyped,Kauai,NA,NA,Tracks,-159.654592,22.1244,no
C-0686,Not genotyped,Kauai,NA,NA,Yes,-159.65171900000001,22.124711,no
C-0689,Not genotyped,Kauai,NA,NA,Tracks,-159.660439,22.131511,no
C-0690,Not genotyped,Kauai,NA,NA,Tracks,-159.661711,22.133697,no
C-0691,Not genotyped,Kauai,NA,NA,Tracks,-159.661194,22.133914,no
C-0693,Not genotyped,Kauai,NA,NA,Tracks,-159.660094,22.131889,no
C-0695,Not genotyped,Kauai,NA,NA,Yes,-159.660297,22.131219,no
C-0699,Not genotyped,Kauai,NA,NA,Yes,-159.41745,22.071358,no
C-0700,Not genotyped,Kauai,NA,NA,Tracks,-159.417442,22.071342,no
C-0701,Not genotyped,Kauai,NA,NA,Tracks,-159.417475,22.071322,no
C-0703,Not genotyped,Kauai,NA,NA,Yes,-159.417489,22.071339,no
C-0704,Not genotyped,Kauai,NA,NA,Yes,-159.417514,22.07135,no
C-0705,Not genotyped,Kauai,NA,NA,Yes,-159.417575,22.071314,no
C-0706,Not genotyped,Kauai,NA,NA,Yes,-159.417494,22.071339,no
C-0718,Not genotyped,Kauai,NA,NA,Tracks,-159.413875,22.069681,no
C-0720,Not genotyped,Kauai,NA,NA,Yes,-159.417392,22.071319,no
C-0723,Not genotyped,Kauai,NA,NA,Tracks,-159.660239,22.131089,no
C-0724,Not genotyped,Kauai,NA,NA,Tracks,-159.664794,22.039261,no
C-0728,Not genotyped,Kauai,NA,NA,Tracks,-159.660453,22.131475,no
C-0732,Not genotyped,Kauai,NA,NA,Tracks,-159.659644,22.129331,no
C-0734,Not genotyped,Molokai,NA,NA,Tracks,-156.969036,21.138911,no
C-0735,Not genotyped,Molokai,NA,NA,Tracks,-156.965903,21.138025,no
C-0740,Not genotyped,Kauai,NA,NA,Tracks,-159.643672,22.136664,no
C-0742,Not genotyped,Kauai,NA,NA,Yes,-159.6239042,22.15699653,no
C-0751,Not genotyped,Kauai,NA,NA,Tracks,-159.642153,22.127217,no
C-0755,Not genotyped,Molokai,NA,NA,Tracks,-157.005463,21.177075,no
C-0757,Not genotyped,Molokai,NA,NA,Tracks,-157.005458,21.177017,no
C-0760,Not genotyped,Molokai,NA,NA,Yes,-157.005394,21.177024,no
C-0765,Not genotyped,Molokai,NA,NA,Yes,-157.0050015,21.1764271,no
C-0768,Not genotyped,Molokai,NA,NA,Tracks,-157.005388,21.177006,no
C-0769,Not genotyped,Molokai,NA,NA,Yes,-157.004952,21.176117,no
C-0773,Not genotyped,Molokai,NA,NA,Tracks,-157.005392,21.175617,no
C-0774,Not genotyped,Molokai,NA,NA,Yes,-157.005086,21.176817,no
C-0778,Not genotyped,Molokai,NA,NA,Yes,-157.005272,21.177161,no
C-0784,Not genotyped,Kauai,NA,NA,Yes,-159.425964,22.081611,no
C-0785,Not genotyped,Kauai,NA,NA,Yes,-159.4259925,22.08160875,no
C-0793,Not genotyped,Kauai,NA,NA,Yes,-159.436544,22.093108,no
C-0795,Not genotyped,Kauai,NA,NA,Tracks,-159.434636,22.092728,no
C-0798,Not genotyped,Kauai,NA,NA,Yes,-159.431919,22.092206,no
C-0802,Not genotyped,Kauai,NA,NA,Yes,-159.423239,22.079556,no
C-0808,Not genotyped,Kauai,NA,NA,Tracks,-159.642197,22.150047,no
C-0810,Not genotyped,Kauai,NA,NA,Yes,-159.642053,22.149944,no
C-0811,Not genotyped,Kauai,NA,NA,Tracks,-159.641369,22.149108,no
C-0814,Not genotyped,Kauai,NA,NA,Tracks,-159.640092,22.147681,no
C-0819,Not genotyped,Kauai,NA,NA,Tracks,-159.641372,22.149067,no
C-0826,Not genotyped,Kauai,NA,NA,Tracks,-159.639708,22.147056,no
C-0832,Not genotyped,Kauai,NA,NA,Yes,-159.649506,22.141094,no
C-0838,Not genotyped,Kauai,NA,NA,Yes,-159.653472,22.142489,no
C-0845,Not genotyped,Kauai,NA,NA,Tracks,-159.392014,22.104131,no
C-0852,Not genotyped,Maui,NA,NA,Yes,-156.335097,20.6723,no
C-0856,Not genotyped,Maui,NA,NA,Tracks,-156.333333,20.672456,no
C-0858,Not genotyped,Kauai,NA,NA,Tracks,-159.3889,22.104111,no
C-0860,Not genotyped,Maui,NA,NA,Tracks,-156.334956,20.672531,no
C-0861,Not genotyped,Kauai,NA,NA,Yes,-159.477239,22.198547,no
C-0868,Not genotyped,Maui,NA,NA,Yes,-156.179826,20.870622,no
C-0869,Not genotyped,Maui,NA,NA,Tracks,-156.5158585,20.881462,no
C-0877,Not genotyped,Molokai,NA,NA,Yes,-156.962086,21.138683,no
C-0883,Not genotyped,Kauai,NA,NA,Yes,-159.357272,22.046528,no
C-0889,Not genotyped,Molokai,NA,NA,Yes,-156.965825,21.138075,no
C-0890,Not genotyped,Kauai,NA,NA,Yes,-159.474906,22.200692,no
C-0896,Not genotyped,Maui,NA,NA,Yes,-156.0758536,20.79521364,no
C-0897,Not genotyped,Molokai,NA,NA,Yes,-156.962206,21.138594,no
C-0900,Not genotyped,Maui,NA,NA,Yes,-156.0758536,20.79521364,no
C-0901,Not genotyped,Maui,NA,NA,Yes,-156.119858,20.813907,no
C-0908,Not genotyped,Maui,NA,NA,Yes,-156.186331,20.874575,no
C-0914,Not genotyped,Kauai,NA,NA,Yes,-159.392978,22.088439,no
C-0917,Not genotyped,Maui,NA,NA,Yes,-156.021613,20.782702,no
C-0925,Not genotyped,Kauai,NA,NA,Yes,-159.478569,22.19435,no
C-0931,Not genotyped,Maui,NA,NA,Yes,-156.18645,20.874611,no
C-0933,Not genotyped,Kauai,NA,NA,Yes,-159.478628,22.194333,no
C-0940,Not genotyped,Kauai,NA,NA,Tracks,-159.477658,22.197208,no
C-0944,Not genotyped,Maui,NA,NA,Tracks,-156.332683,20.6734,no
C-0946,Not genotyped,Kauai,NA,NA,Yes,-159.388664,22.085494,no
C-0947,Not genotyped,Maui,NA,NA,Tracks,-156.186233,20.874608,no
C-0948,Not genotyped,Maui,NA,NA,Yes,-156.332644,20.673317,no
C-0952,Not genotyped,Maui,NA,NA,Tracks,-156.332628,20.672069,no
C-0956,Not genotyped,Maui,NA,NA,Tracks,-156.333225,20.673917,no
C-0959,Not genotyped,Maui,NA,NA,Yes,-156.186153,20.874981,no
C-0960,Not genotyped,Maui,NA,NA,Tracks,-156.332928,20.673633,no
C-0971,Not genotyped,Kauai,NA,NA,Yes,-159.663178,22.069317,no
C-0995,Not genotyped,Kauai,NA,NA,Yes,-159.664358,22.121906,no
C-0998,Not genotyped,Kauai,NA,NA,Yes,-159.387989,22.085411,no
C-1011,Not genotyped,Kauai,NA,NA,Yes,-159.664408,22.121856,no
C-1027,Not genotyped,Kauai,NA,NA,Yes,-159.4306965,22.0906804,no
C-1028,Not genotyped,Kauai,NA,NA,Yes,-159.435375,22.092883,no
C-1030,Not genotyped,Kauai,NA,NA,Yes,-159.434858,22.092628,no
C-1035,Not genotyped,Kauai,NA,NA,Yes,-159.429758,22.090067,no
C-1043,Not genotyped,Kauai,NA,NA,Yes,-159.426128,22.081219,no
C-1049,Not genotyped,Kauai,NA,NA,Tracks,-159.390044,22.103925,no
C-1062,Not genotyped,Molokai,NA,NA,Tracks,-156.96571,21.138285,no
C-1065,Not genotyped,Kauai,NA,NA,Yes,-159.417467,22.071328,no
C-1070,Not genotyped,Kauai,NA,NA,Yes,-159.417539,22.071475,no
C-1071,Not genotyped,Kauai,NA,NA,Tracks,-159.417439,22.071211,no
C-1078,Not genotyped,Kauai,NA,NA,Tracks,-159.41538145000342,22.07341009000214,no
C-1094,Not genotyped,Maui,NA,NA,Yes,-156.33315,20.674575,no
C-1095,Not genotyped,Maui,NA,NA,Tracks,-156.332514,20.676283,no
C-1096,Not genotyped,Maui,NA,NA,Tracks,-156.332711,20.675267,no
C-1098,Not genotyped,Maui,NA,NA,Tracks,-156.332614,20.67575,no
C-1100,Not genotyped,Maui,NA,NA,Tracks,-156.331528,20.676867,no
C-1104,Not genotyped,Maui,NA,NA,Tracks,-156.331294,20.676867,no
C-1118,Not genotyped,Maui,NA,NA,Tracks,-156.536167,20.949358,no
C-1119,Not genotyped,Maui,NA,NA,Tracks,-156.535508,20.949847,no
C-1120,Not genotyped,Maui,NA,NA,Tracks,-156.535217,20.949489,no
C-1122,Not genotyped,Maui,NA,NA,Tracks,-156.536928,20.949744,no
C-1124,Not genotyped,Maui,NA,NA,Tracks,-156.5362,20.949294,no
C-1128,Not genotyped,Maui,NA,NA,Tracks,-156.535369,20.949372,no
C-1131,Not genotyped,Maui,NA,NA,Tracks,-156.535381,20.949378,no
C-1132,Not genotyped,Maui,NA,NA,Yes,-156.511681,20.925994,no
C-1133,Not genotyped,Maui,NA,NA,Tracks,-156.535339,20.949406,no
C-1135,Not genotyped,Maui,NA,NA,Yes,-156.536079,20.948536,no
C-1136,Not genotyped,Maui,NA,NA,Yes,-156.53532,20.949419,no
C-1137,Not genotyped,Maui,NA,NA,Tracks,-156.535319,20.949419,no
C-1138,Not genotyped,Maui,NA,NA,Tracks,-156.535317,20.949419,no
C-1139,Not genotyped,Maui,NA,NA,Yes,-156.545172,20.881073,no
C-1145,Not genotyped,Maui,NA,NA,Tracks,-156.536511,20.949757,no
C-1150,Not genotyped,Maui,NA,NA,Yes,-156.339833,20.670556,no
C-1153,Not genotyped,Maui,NA,NA,Yes,-156.536566,20.949786,no
C-1157,Not genotyped,Maui,NA,NA,Tracks,-156.536335,20.949722,no
C-1158,Not genotyped,Maui,NA,NA,Tracks,-156.340122,20.673144,no
C-1161,Not genotyped,Maui,NA,NA,Yes,-156.536336,20.949052,no
C-1164,Not genotyped,Maui,NA,NA,Tracks,-156.330817,20.684014,no
C-1165,Not genotyped,Maui,NA,NA,Tracks,-156.536349,20.948754,no
C-1166,Not genotyped,Maui,NA,NA,Tracks,-156.338853,20.668914,no
C-1167,Not genotyped,Kauai,NA,NA,Yes,-159.656172,22.123639,no
C-1168,Not genotyped,Maui,NA,NA,Tracks,-156.329022,20.684544,no
C-1169,Not genotyped,Maui,NA,NA,Tracks,-156.337261,20.669481,no
C-1172,Not genotyped,Maui,NA,NA,Yes,-156.336792,20.682039,no
C-1173,Not genotyped,Maui,NA,NA,Yes,-156.337803,20.669308,no
C-1176,Not genotyped,Maui,NA,NA,Tracks,-156.329158,20.68225,no
C-1180,Not genotyped,Maui,NA,NA,Yes,-156.329244,20.681897,no
C-1184,Not genotyped,Maui,NA,NA,Tracks,-156.335286,20.682447,no
C-1186,Not genotyped,Kauai,NA,NA,Yes,-159.657036,22.122611,no
C-1187,Not genotyped,Kauai,NA,NA,Tracks,-159.657136,22.122594,no
C-1188,Not genotyped,Maui,NA,NA,Tracks,-156.337161,20.68125,no
C-1189,Not genotyped,Maui,NA,NA,Tracks,-156.338747,20.669169,no
C-1195,Not genotyped,Kauai,NA,NA,Yes,-159.654336,22.124353,no
C-1196,Not genotyped,Maui,NA,NA,Tracks,-156.237008,20.767694,no
C-1200,Not genotyped,Maui,NA,NA,Tracks,-156.237116,20.767879,no
C-1205,Not genotyped,Maui,NA,NA,Tracks,-156.134572,20.830723,no
C-1215,Not genotyped,Maui,NA,NA,Tracks,-156.535322,20.949424,no
C-1217,Not genotyped,Maui,NA,NA,Yes,-156.0650423,20.78352803,no
C-1219,Not genotyped,Maui,NA,NA,Tracks,-156.53532,20.949423,no
C-1223,Not genotyped,Maui,NA,NA,Tracks,-156.516971,20.881184,no
C-1231,Not genotyped,Maui,NA,NA,Tracks,-156.5156413,20.8819028,no
C-1235,Not genotyped,Maui,NA,NA,Yes,-156.517755,20.880652,no
C-1238,Not genotyped,Maui,NA,NA,Yes,-156.1726858,20.8704763,no
C-1246,Not genotyped,Maui,NA,NA,Tracks,-156.520483,20.878814,no
C-1251,Not genotyped,Maui,NA,NA,Yes,-156.535697,20.948885,no
C-1253,Not genotyped,Maui,NA,NA,Yes,-156.0650423,20.78352803,no
C-1258,Not genotyped,Maui,NA,NA,Tracks,-156.522983,20.878361,no
C-1263,Not genotyped,Maui,NA,NA,Yes,-155.986918,20.749597,no
C-1265,Not genotyped,Maui,NA,NA,Tracks,-156.304353,20.723317,no
C-1266,Not genotyped,Maui,NA,NA,Yes,-156.304344,20.723386,no
C-1267,Not genotyped,Maui,NA,NA,Yes,-156.304353,20.723413999999998,no
C-1268,Not genotyped,Maui,NA,NA,Tracks,-156.304325,20.723381,no
C-1269,Not genotyped,Maui,NA,NA,Tracks,-156.304372,20.723408,no
C-1270,Not genotyped,Maui,NA,NA,Tracks,-156.304383,20.723392,no
C-1271,Not genotyped,Maui,NA,NA,Tracks,-156.304356,20.723411,no
C-1273,Not genotyped,Maui,NA,NA,Tracks,-156.304392,20.723419,no
C-1274,Not genotyped,Maui,NA,NA,Yes,-156.304278,20.723336,no
C-1275,Not genotyped,Maui,NA,NA,Yes,-156.304339,20.723328,no
C-1277,Not genotyped,Maui,NA,NA,Tracks,-156.304436,20.723417,no
C-1278,Not genotyped,Maui,NA,NA,Tracks,-156.304397,20.723456,no
C-1280,Not genotyped,Maui,NA,NA,Yes,-156.304339,20.723381,no
C-1281,Not genotyped,Maui,NA,NA,Tracks,-156.304333,20.723415,no
C-1282,Not genotyped,Maui,NA,NA,Tracks,-156.3043329,20.7234152,no
C-1283,Not genotyped,Maui,NA,NA,Tracks,-156.304034,20.723376,no
C-1284,Not genotyped,Maui,NA,NA,Tracks,-156.304322,20.723416,no
C-1285,Not genotyped,Maui,NA,NA,Tracks,-156.304335,20.723397,no
C-1288,Not genotyped,Kauai,NA,NA,Yes,-159.657503,22.130592,no
C-1291,Not genotyped,Kauai,NA,NA,Tracks,-159.674731,22.105583,no
C-1303,Not genotyped,Kauai,NA,NA,Tracks,-159.656392,22.123328,no
C-1305,Not genotyped,Kauai,NA,NA,Yes,-159.65615,22.123619,no
C-1307,Not genotyped,Maui,NA,NA,Yes,-156.237113,20.767852,no
C-1308,Not genotyped,Maui,NA,NA,Tracks,-156.23709699999986,20.767851000000743,no
C-1311,Not genotyped,Maui,NA,NA,Yes,-156.236942,20.767856,no
C-1312,Not genotyped,Maui,NA,NA,Tracks,-156.237023,20.767841,no
C-1314,Not genotyped,Maui,NA,NA,Yes,-156.237011,20.767742,no
C-1317,Not genotyped,Maui,NA,NA,Tracks,-156.237011,20.767742,no
C-1318,Not genotyped,Maui,NA,NA,Yes,-156.236978,20.767728,no
C-1321,Not genotyped,Maui,NA,NA,Yes,-156.339419,20.674856,no
C-1323,Not genotyped,Molokai,NA,NA,Tracks,-156.965847,21.138183,no
C-1324,Not genotyped,Maui,NA,NA,Tracks,-156.237142,20.767731,no
C-1325,Not genotyped,Maui,NA,NA,Tracks,-156.338758,20.675289,no
C-1326,Not genotyped,Maui,NA,NA,Tracks,-156.335925,20.682528,no
C-1327,Not genotyped,Molokai,NA,NA,Yes,-156.965931,21.138097,no
C-1330,Not genotyped,Molokai,NA,NA,Tracks,-156.9625744,21.13895227,no
C-1331,Not genotyped,Molokai,NA,NA,Yes,-156.965194,21.138383,no
C-1332,Not genotyped,Maui,NA,NA,Yes,-156.237044,20.7677,no
C-1333,Not genotyped,Maui,NA,NA,Tracks,-156.337953,20.676378,no
C-1334,Not genotyped,Molokai,NA,NA,Tracks,-156.962219,21.138736,no
C-1335,Not genotyped,Molokai,NA,NA,Yes,-156.975492,21.138353,no
C-1336,Not genotyped,Maui,NA,NA,Yes,-156.237081,20.76785,no
C-1338,Not genotyped,Molokai,NA,NA,Tracks,-156.965936,21.138068,no
C-1340,Not genotyped,Maui,NA,NA,Yes,-156.237028,20.767747,no
C-1344,Not genotyped,Maui,NA,NA,Yes,-156.237133,20.767822,no
C-1345,Not genotyped,Maui,NA,NA,Tracks,-156.337442,20.677167,no
C-1346,Not genotyped,Molokai,NA,NA,Tracks,-156.965924,21.138029,no
C-1350,Not genotyped,Molokai,NA,NA,Tracks,-156.965692,21.13825,no
C-1353,Not genotyped,Maui,NA,NA,Tracks,-156.337178,20.678869,no
C-1357,Not genotyped,Maui,NA,NA,Tracks,-156.337425,20.679342,no
C-1358,Not genotyped,Molokai,NA,NA,Tracks,-156.965898,21.138031,no
