collection_category,fixed_substrate,isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,males_observed,latitude,longitude,island,substrate,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb
PCR -,Leaf litter,NA,NA,C-0937,S-05739,Yes,Proliferating (25+),no,22.194325,-159.478633,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,A,0,22.5,60.5,76.1,25.666666666666668,198.8688525,2017-08-10,11:40:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0937.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0939,S-06724,Yes,Few (4-10),no,20.79521364,-156.0758536,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,A,2,22.4,64,73.1,25.6,337,2017-08-15,15:25:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0939.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0950,S-05801,Yes,Proliferating (25+),no,22.194369,-159.478586,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,E,1,23.2,56,76.3,25.666666666666668,199.1995927,2017-08-10,11:38:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0950.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0950,S-05802,Yes,Proliferating (25+),no,22.194369,-159.478586,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,E,1,23.2,56,76.3,25.666666666666668,199.1995927,2017-08-10,11:38:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0950.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0954,S-05701,Yes,Proliferating (25+),no,22.194394,-159.478606,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,D,2,23,62,76.1,25.666666666666668,198.6987179,2017-08-10,11:37:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0954.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0986,S-05759,Yes,Proliferating (25+),no,22.194386,-159.478586,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,B,3,23.7,65.5,77.9,26,191.2009569,2017-08-10,11:33:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0986.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0990,S-05920,Yes,Proliferating (25+),no,22.194358,-159.478589,Kauai,Leaf litter,Wild forest,Obstructed,yes,11,C,3,22.9,68,73.5,26,192.0246305,2017-08-10,11:35:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0990.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0990,S-05922,Yes,Proliferating (25+),no,22.194358,-159.478589,Kauai,Leaf litter,Wild forest,Obstructed,yes,11,C,3,22.9,68,73.5,26,192.0246305,2017-08-10,11:35:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0990.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0991,X-011,Yes,Very Few (1-3),no,22.121917,-159.664394,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,F,3,18.8,49,83.3,20.5,1117.138211,2017-08-11,14:09:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0991.thumb.jpg
PCR -,Leaf litter,NA,NA,C-0991,X-012,Yes,Very Few (1-3),no,22.121917,-159.664394,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,F,3,18.8,49,83.3,20.5,1117.138211,2017-08-11,14:09:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0991.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1061,S-05803,Yes,Proliferating (25+),no,22.131542,-159.660528,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,F,1,18.7,55.5,63,22.6,1158.028409,2017-08-10,11:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1061.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1061,S-05804,Yes,Proliferating (25+),no,22.131542,-159.660528,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,10,F,1,18.7,55.5,63,22.6,1158.028409,2017-08-10,11:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1061.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1066,S-05218,Yes,Some (11-25),yes,22.052375,-159.408808,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,B,3,25.5,69.5,71.9,27.4,160.38316355,2017-08-09,10:48:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1066.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1067,S-05193,Yes,Few (4-10),no,22.071367,-159.417481,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,A,2,25.3,69,68,28.1,159.182243,2017-08-09,10:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1067.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1067,S-05194,Yes,Few (4-10),no,22.071367,-159.417481,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,A,2,25.3,69,68,28.1,159.182243,2017-08-09,10:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1067.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1069,S-05207,Yes,Few (4-10),no,22.071381,-159.417508,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,A,3,24.9,70.5,71.1,27.4,155.2410714,2017-08-09,10:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1069.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1069,S-05215,Yes,Few (4-10),no,22.071381,-159.417508,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,A,3,24.9,70.5,71.1,27.4,155.2410714,2017-08-09,10:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1069.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1069,S-05216,Yes,Few (4-10),no,22.071381,-159.417508,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,A,3,24.9,70.5,71.1,27.4,155.2410714,2017-08-09,10:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1069.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1069,S-05240,Yes,Few (4-10),no,22.071381,-159.417508,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,A,3,24.9,70.5,71.1,27.4,155.2410714,2017-08-09,10:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1069.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1125,S-05755,Yes,Few (4-10),no,22.194414,-159.478564,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,B,1,23.2,56,75.1,25.666666666666668,197.9204545,2017-08-10,11:33:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1125.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1129,S-05931,Yes,Proliferating (25+),no,22.194378,-159.478628,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,A,2,24.5,49,78.6,25.666666666666668,198.591623,2017-08-10,11:32:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1129.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1129,S-05932,Yes,Proliferating (25+),no,22.194378,-159.478628,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,A,2,24.5,49,78.6,25.666666666666668,198.591623,2017-08-10,11:32:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1129.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1319,S-06818,Yes,Very Few (1-3),no,20.767981,-156.237814,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,D,3,11.2,27,89.7,13.3,2078,2017-08-16,15:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1319.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1328,S-06807,Yes,Few (4-10),no,20.767736,-156.2371,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,B,1,12.7,52.5,83.4,14,2071.704918,2017-08-16,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1328.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1328,S-06808,Yes,Few (4-10),no,20.767736,-156.2371,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,B,1,12.7,52.5,83.4,14,2071.704918,2017-08-16,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1328.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1328,S-06809,Yes,Few (4-10),no,20.767736,-156.2371,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,B,1,12.7,52.5,83.4,14,2071.704918,2017-08-16,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1328.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1328,S-06810,Yes,Few (4-10),no,20.767736,-156.2371,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,B,1,12.7,52.5,83.4,14,2071.704918,2017-08-16,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1328.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1328,S-06811,Yes,Few (4-10),no,20.767736,-156.2371,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,B,1,12.7,52.5,83.4,14,2071.704918,2017-08-16,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1328.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1328,S-06812,Yes,Few (4-10),no,20.767736,-156.2371,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,B,1,12.7,52.5,83.4,14,2071.704918,2017-08-16,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1328.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1342,S-06476,Yes,Few (4-10),no,21.138065,-156.965931,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,A,2,21.4,52,66.2,26,766,2017-08-12,12:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1342.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1342,S-06477,Yes,Few (4-10),no,21.138065,-156.965931,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,A,2,21.4,52,66.2,26,766,2017-08-12,12:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1342.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1362,S-06459,Yes,Very Few (1-3),no,21.138045,-156.965889,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,E,2,22,60.5,67.2,25.3,766,2017-08-12,12:30:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1362.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1378,S-06453,Yes,Proliferating (25+),no,21.138014,-156.965892,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,D,1,22.2,66,72,25.3,764.631769,2017-08-12,12:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1378.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1378,S-06454,Yes,Proliferating (25+),no,21.138014,-156.965892,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,D,1,22.2,66,72,25.3,764.631769,2017-08-12,12:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1378.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1378,S-06455,Yes,Proliferating (25+),no,21.138014,-156.965892,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,D,1,22.2,66,72,25.3,764.631769,2017-08-12,12:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1378.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1511,S-06961,Yes,Some (11-25),no,20.6648,-156.048911,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,C,1,24.4,55.5,70.6,26.7,103.286036,2017-08-17,15:42:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1511.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1511,S-06962,Yes,Some (11-25),no,20.6648,-156.048911,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,C,1,24.4,55.5,70.6,26.7,103.286036,2017-08-17,15:42:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1511.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1511,S-06963,Yes,Some (11-25),no,20.6648,-156.048911,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,C,1,24.4,55.5,70.6,26.7,103.286036,2017-08-17,15:42:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1511.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1511,S-06974,Yes,Some (11-25),no,20.6648,-156.048911,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,C,1,24.4,55.5,70.6,26.7,103.286036,2017-08-17,15:42:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1511.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1511,S-06975,Yes,Some (11-25),no,20.6648,-156.048911,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,C,1,24.4,55.5,70.6,26.7,103.286036,2017-08-17,15:42:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1511.thumb.jpg
PCR -,Leaf litter,NA,NA,C-1515,S-06922,Yes,Very Few (1-3),no,20.664921,-156.04905,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,A,2,25.3,62.5,69.1,26.7,114,2017-08-17,15:38:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1515.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-1517,S-06863,Yes,Few (4-10),no,20.664919,-156.049025,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,B,2,23.7,51,70.5,26.7,114,2017-08-17,15:40:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1517.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-1523,S-06954,Yes,Some (11-25),no,20.66489,-156.04903,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,E,2,24.4,68,72.6,26.4,114,2017-08-17,15:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1523.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2527,S-06739,Yes,Few (4-10),no,20.887489,-156.307192,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,A,1,23.1,60,73.1,25.6,200.1682692,2017-08-15,15:25:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2527.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2539,S-06627,Yes,Some (11-25),yes,20.875489,-156.193933,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,B,1,23.2,67,75.1,25.6,193.280303,2017-08-15,15:27:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2539.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2539,S-06628,Yes,Some (11-25),yes,20.875489,-156.193933,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,B,1,23.2,67,75.1,25.6,193.280303,2017-08-15,15:27:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2539.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2539,S-06629,Yes,Some (11-25),yes,20.875489,-156.193933,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,B,1,23.2,67,75.1,25.6,193.280303,2017-08-15,15:27:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2539.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2547,S-06744,Yes,Few (4-10),no,20.886717,-156.299233,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,E,1,22.8,65,78.3,24.9,197.5632184,2017-08-15,15:35:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2547.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2591,S-06923,Yes,Very Few (1-3),no,20.130853,-155.74039200000001,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,A,3,24.8,64.5,69.1,26.7,164.6699029,2017-08-17,13:31:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2591.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-2593,S-06941,Yes,Proliferating (25+),no,20.664903,-156.049008,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,D,3,24.4,67.5,73,26.7,100.0090498,2017-08-17,15:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2593.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2601,S-06881,Yes,Few (4-10),no,20.664844,-156.049042,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,E,1,26,48,72.6,26.7,108.1885714,2017-08-17,15:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2601.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2601,S-06965,Yes,Few (4-10),no,20.664844,-156.049042,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,E,1,26,48,72.6,26.7,108.1885714,2017-08-17,15:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2601.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2603,S-06973,Yes,Very Few (1-3),no,20.664903,-156.049008,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,E,3,24.1,40,72.6,26.7,100.0090498,2017-08-17,15:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2603.thumb.jpg
PCR -,Fruit/nut/veg,NA,NA,C-2604,S-06899,Yes,Some (11-25),no,20.664919,-156.049008,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,B,3,24,64.5,70.5,26.7,103.5895652,2017-08-17,15:38:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2604.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2775,S-07643,Yes,Proliferating (25+),no,20.036897,-155.441667,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,F,1,20.4,67.5,78.5,22.6,691.091195,2017-08-17,14:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2775.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2775,S-07644,Yes,Proliferating (25+),no,20.036897,-155.441667,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,F,1,20.4,67.5,78.5,22.6,691.091195,2017-08-17,14:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2775.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2775,S-07647,Yes,Proliferating (25+),no,20.036897,-155.441667,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,F,1,20.4,67.5,78.5,22.6,691.091195,2017-08-17,14:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2775.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2776,S-07641,Yes,Proliferating (25+),no,20.036847,-155.441706,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,0,20.5,65.5,77.5,22.6,691.3174603,2017-08-17,14:13:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2776.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2776,S-07642,Yes,Proliferating (25+),no,20.036847,-155.441706,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,0,20.5,65.5,77.5,22.6,691.3174603,2017-08-17,14:13:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2776.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2776,S-07648,Yes,Proliferating (25+),no,20.036847,-155.441706,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,0,20.5,65.5,77.5,22.6,691.3174603,2017-08-17,14:13:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2776.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2776,S-07649,Yes,Proliferating (25+),no,20.036847,-155.441706,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,A,0,20.5,65.5,77.5,22.6,691.3174603,2017-08-17,14:13:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2776.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2777,S-07552,Yes,Few (4-10),no,20.036956,-155.441722,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,D,1,20.6,66,81.6,22.6,691.2105263,2017-08-17,14:10:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2777.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2777,S-07592,Yes,Few (4-10),no,20.036956,-155.441722,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,D,1,20.6,66,81.6,22.6,691.2105263,2017-08-17,14:10:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2777.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2777,S-07604,Yes,Few (4-10),no,20.036956,-155.441722,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,D,1,20.6,66,81.6,22.6,691.2105263,2017-08-17,14:10:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2777.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2777,S-07640,Yes,Few (4-10),no,20.036956,-155.441722,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,D,1,20.6,66,81.6,22.6,691.2105263,2017-08-17,14:10:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2777.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2778,S-07542,Yes,Few (4-10),no,20.0369,-155.441764,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,1,20.6,67,78.4,22.6,691.3892617,2017-08-17,14:11:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2778.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2778,S-07554,Yes,Few (4-10),no,20.0369,-155.441764,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,1,20.6,67,78.4,22.6,691.3892617,2017-08-17,14:11:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2778.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2778,S-07556,Yes,Few (4-10),no,20.0369,-155.441764,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,1,20.6,67,78.4,22.6,691.3892617,2017-08-17,14:11:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2778.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2778,S-07583,Yes,Few (4-10),no,20.0369,-155.441764,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,1,20.6,67,78.4,22.6,691.3892617,2017-08-17,14:11:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2778.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2779,S-07229,Yes,Some (11-25),no,20.036858,-155.441725,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,2,20.6,67.5,79.8,22.6,691.5008726,2017-08-17,14:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2779.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2779,S-07230,Yes,Some (11-25),no,20.036858,-155.441725,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,2,20.6,67.5,79.8,22.6,691.5008726,2017-08-17,14:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2779.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2779,S-07231,Yes,Some (11-25),no,20.036858,-155.441725,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,2,20.6,67.5,79.8,22.6,691.5008726,2017-08-17,14:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2779.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2779,S-07320,Yes,Some (11-25),no,20.036858,-155.441725,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,E,2,20.6,67.5,79.8,22.6,691.5008726,2017-08-17,14:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2779.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2780,S-07523,Yes,Very Few (1-3),no,20.036947,-155.441736,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,C,1,20.5,65,80.6,22.6,691.1422222,2017-08-17,14:09:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2780.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2780,S-07524,Yes,Very Few (1-3),no,20.036947,-155.441736,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,C,1,20.5,65,80.6,22.6,691.1422222,2017-08-17,14:09:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2780.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2780,S-07568,Yes,Very Few (1-3),no,20.036947,-155.441736,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,C,1,20.5,65,80.6,22.6,691.1422222,2017-08-17,14:09:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2780.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2782,S-07521,Yes,Very Few (1-3),no,20.036925,-155.441711,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,B,1,21,62,77.4,22.6,691.1609195,2017-08-17,14:08:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2782.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2783,S-07549,Yes,Very Few (1-3),no,20.036894,-155.441717,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,B,2,21,68.5,79.9,22.6,691.2393162,2017-08-17,14:09:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2783.thumb.jpg
PCR -,Leaf litter,NA,NA,C-2783,S-07610,Yes,Very Few (1-3),no,20.036894,-155.441717,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,B,2,21,68.5,79.9,22.6,691.2393162,2017-08-17,14:09:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2783.thumb.jpg
