isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,latitude,longitude,island,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb,fixed_substrate
NA,NA,C-2665,NA,No,NA,22.129583,-159.660083,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.4,64.5,76,21.9,1133.6625,2017-08-11,14:21:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2665.thumb.jpg,Vegetation
NA,NA,C-2666,NA,No,NA,22.1313,-159.66025,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.9,69,86.3,19.2,1166.58,2017-08-11,14:29:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2666.thumb.jpg,Leaf litter
NA,NA,C-2667,NA,?,NA,22.130006,-159.660231,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.6,58.5,82.3,20.5,1142.236111,2017-08-11,14:22:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2667.thumb.jpg,Leaf litter
NA,NA,C-2668,NA,Tracks,NA,19.393117,-155.228625,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,14.8,70,94.5,19.9,1093.727034,2017-08-14,11:57:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2668.thumb.jpg,Leaf litter
NA,NA,C-2669,S-06336,Yes,Some (11-25),19.450039,-155.879514,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,26.8,NA,59.6,28.055555555555557,334.0555556,2017-08-15,11:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2669.thumb.jpg,Flower
NA,NA,C-2669,S-06337,Yes,Some (11-25),19.450039,-155.879514,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,26.8,NA,59.6,28.055555555555557,334.0555556,2017-08-15,11:47:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2669.thumb.jpg,Flower
NA,NA,C-2669,S-06338,Yes,Some (11-25),19.450039,-155.879514,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,26.8,NA,59.6,28.055555555555557,334.0555556,2017-08-15,11:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2669.thumb.jpg,Flower
NA,NA,C-2669,S-06372,Yes,Some (11-25),19.450039,-155.879514,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,26.8,NA,59.6,28.055555555555557,334.0555556,2017-08-15,11:47:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2669.thumb.jpg,Flower
NA,NA,C-2670,NA,Tracks,NA,19.719219,-155.949547,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.6,64,80,23.333333333333336,999.8899083,2017-08-15,13:53:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2670.thumb.jpg,Leaf litter
NA,NA,C-2671,NA,Tracks,NA,19.378903,-155.219231,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.2,69,76.1,22.6,1019.574257,2017-08-14,11:23:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2671.thumb.jpg,Leaf litter
NA,NA,C-2672,S-06226,Yes,Few (4-10),19.397197,-155.231392,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,12.7,67,89.2,19.9,1107.833114,2017-08-14,12:11:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2672.thumb.jpg,Leaf litter
NA,NA,C-2672,S-06308,Yes,Few (4-10),19.397197,-155.231392,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,12.7,67,89.2,19.9,1107.833114,2017-08-14,12:11:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2672.thumb.jpg,Leaf litter
NA,NA,C-2672,S-06340,Yes,Few (4-10),19.397197,-155.231392,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,12.7,67,89.2,19.9,1107.833114,2017-08-14,12:11:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2672.thumb.jpg,Leaf litter
NA,NA,C-2673,S-06375,Yes,Few (4-10),19.719178,-155.949494,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.1,46.5,80,23.333333333333336,993.1948052,2017-08-15,13:54:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2673.thumb.jpg,Leaf litter
NA,NA,C-2673,S-06376,Yes,Few (4-10),19.719178,-155.949494,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.1,46.5,80,23.333333333333336,993.1948052,2017-08-15,13:54:00,1,Mesorhabditis sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2673.thumb.jpg,Leaf litter
NA,NA,C-2673,S-06377,Yes,Few (4-10),19.719178,-155.949494,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.1,46.5,80,23.333333333333336,993.1948052,2017-08-15,13:54:00,1,Mesorhabditis sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2673.thumb.jpg,Leaf litter
NA,NA,C-2674,NA,No,NA,19.387214,-155.224714,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,18.6,65.5,87.7,22.3,1073.107438,2017-08-14,11:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2674.thumb.jpg,Leaf litter
NA,NA,C-2675,NA,No,NA,19.391367,-155.227156,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.6,64.5,87.2,21.9,1086.45098,2017-08-14,11:49:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2675.thumb.jpg,Leaf litter
NA,NA,C-2676,NA,Tracks,NA,19.397111,-155.231403,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,12.5,70,94,20.5,1065.430894,2017-08-14,12:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2676.thumb.jpg,Leaf litter
ECA744,ECA744,C-2677,S-07052,Yes,Very Few (1-3),19.719231,-155.949572,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.5,66.5,80,23.333333333333336,992.3670886,2017-08-15,13:54:00,1,C. elegans,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2677.thumb.jpg,Leaf litter
NA,NA,C-2678,NA,No,NA,19.37735,-155.218467,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.4,60,72.8,25.3,1010.640845,2017-08-14,11:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2678.thumb.jpg,Leaf litter
NA,NA,C-2679,NA,Tracks,NA,19.384692,-155.223092,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,18.3,70.5,84.4,21.9,1056.19457,2017-08-14,11:38:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2679.thumb.jpg,Leaf litter
NA,NA,C-2680,S-06297,Yes,Very Few (1-3),19.398425,-155.231844,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,13.4,70,88.2,19.9,1109.742857,2017-08-14,12:13:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2680.thumb.jpg,Leaf litter
NA,NA,C-2680,S-06316,Yes,Very Few (1-3),19.398425,-155.231844,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,13.4,70,88.2,19.9,1109.742857,2017-08-14,12:13:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2680.thumb.jpg,Leaf litter
NA,NA,C-2681,NA,Tracks,NA,19.374839,-155.2169,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,19.1,62.5,73.5,25.3,991.6796117,2017-08-14,11:12:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2681.thumb.jpg,Leaf litter
NA,NA,C-2682,NA,Tracks,NA,19.377203,-155.218342,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.4,67,69.1,24.7,1011.308824,2017-08-14,11:17:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2682.thumb.jpg,Leaf litter
NA,NA,C-2683,NA,No,NA,19.392933,-155.228522,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.4,68.5,88.2,20.5,1092.797753,2017-08-14,11:54:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2683.thumb.jpg,Leaf litter
NA,NA,C-2684,S-06235,Yes,Very Few (1-3),19.399503,-155.232181,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,14.7,70,93.6,19.2,1114.403509,2017-08-14,12:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2684.thumb.jpg,Leaf litter
NA,NA,C-2685,NA,Tracks,NA,19.374511,-155.216967,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,18.9,70,68.6,24.7,993.4022989,2017-08-14,11:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2685.thumb.jpg,Leaf litter
NA,NA,C-2686,NA,Tracks,NA,19.376281,-155.217894,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,20.9,68.5,67.7,25.3,1021.365591,2017-08-14,11:15:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2686.thumb.jpg,Leaf litter
NA,NA,C-2687,NA,No,NA,19.391469,-155.227161,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.2,66,87.6,21.2,1086.290909,2017-08-14,11:52:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2687.thumb.jpg,Leaf litter
NA,NA,C-2688,NA,No,NA,19.902667,-155.140633,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,27.1,NA,72.2,28.1,104.700361,2017-08-13,11:31:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2688.thumb.jpg,Fruit
NA,NA,C-2689,NA,No,NA,19.369681,-155.21805,Big Island,Wild forest,Obstructed,no,NA,NA,NA,18.5,72,72.2,24.7,993.480226,2017-08-14,10:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2689.thumb.jpg,Vegetation
NA,NA,C-2690,NA,Tracks,NA,19.384625,-155.223075,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.8,62.5,81.4,21.9,1057.381443,2017-08-14,11:36:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2690.thumb.jpg,Leaf litter
NA,NA,C-2691,NA,No,NA,19.395539,-155.229969,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.7,68,94,19.9,1104.126214,2017-08-14,12:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2691.thumb.jpg,Leaf litter
NA,NA,C-2692,NA,No,NA,19.900408,-155.142708,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,25,NA,77.3,28.1,143.0718563,2017-08-13,11:46:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2692.thumb.jpg,Flower
NA,NA,C-2693,NA,No,NA,19.368681,-155.218414,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,18.3,NA,70.1,24,988.3869347,2017-08-14,10:56:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2693.thumb.jpg,Fruit
NA,NA,C-2694,S-06134,Yes,Some (11-25),19.384208,-155.222725,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.1,23,80.3,21.9,1054.988372,2017-08-14,11:33:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2694.thumb.jpg,Leaf litter
NA,NA,C-2694,S-06216,Yes,Some (11-25),19.384208,-155.222725,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.1,23,80.3,21.9,1054.988372,2017-08-14,11:33:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2694.thumb.jpg,Leaf litter
NA,NA,C-2695,NA,Tracks,NA,19.395722,-155.229917,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,14.5,68.5,89.6,19.9,1102.962963,2017-08-14,12:04:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2695.thumb.jpg,Leaf litter
NA,NA,C-2696,S-06160,Yes,Very Few (1-3),19.900414,-155.142589,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,26,64.5,78.8,28.1,143.2407407,2017-08-13,11:48:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2696.thumb.jpg,Leaf litter
NA,NA,C-2697,NA,Tracks,NA,19.367033,-155.219214,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,18.6,55.5,72.7,24.7,986.0547945,2017-08-14,10:53:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2697.thumb.jpg,Leaf litter
NA,NA,C-2698,S-06323,Yes,Very Few (1-3),19.381706,-155.220878,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.4,64,75.4,22.9,1040.45,2017-08-14,11:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2698.thumb.jpg,Leaf litter
NA,NA,C-2699,NA,No,NA,19.395439,-155.229744,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,15.4,NA,95,20,1104.691176,2017-08-14,12:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2699.thumb.jpg,Fruit
NA,NA,C-2700,NA,Tracks,NA,19.902211,-155.140939,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,29.4,57,70.4,28.8,114.33,2017-08-13,11:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2700.thumb.jpg,Leaf litter
NA,NA,C-2701,NA,No,NA,22.129581,-159.659994,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.8,37,79.2,20.4,1121.12782,2017-08-11,14:21:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2701.thumb.jpg,Leaf litter
NA,NA,C-2702,NA,Tracks,NA,22.131531,-159.660261,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.3,NA,85.7,19.9,1156.343023,2017-08-11,14:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2702.thumb.jpg,Fungus
NA,NA,C-2703,X-013,Yes,Very Few (1-3),22.132803,-159.660444,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.9,52,71.1,24,1134.175573,2017-08-11,14:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2703.thumb.jpg,Leaf litter
NA,NA,C-2703,X-014,Yes,Very Few (1-3),22.132803,-159.660444,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.9,52,71.1,24,1134.175573,2017-08-11,14:40:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2703.thumb.jpg,Leaf litter
NA,NA,C-2704,NA,No,NA,19.275356,-155.870822,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.9,NA,70,26.72222222222222,467.7253521,2017-08-15,11:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2704.thumb.jpg,Fruit
NA,NA,C-2705,NA,No,NA,22.129872,-159.660047,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.8,54.5,78.9,20.5,1123.14,2017-08-11,14:23:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2705.thumb.jpg,Leaf litter
NA,NA,C-2706,S-05897,Yes,Very Few (1-3),22.13155,-159.660358,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.2,53.5,85.7,19.9,1158.816327,2017-08-11,14:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2706.thumb.jpg,Leaf litter
NA,NA,C-2707,NA,No,NA,22.132817,-159.660478,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.7,60,72.5,24,1133.245283,2017-08-11,14:42:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2707.thumb.jpg,Leaf litter
NA,NA,C-2709,NA,No,NA,22.13,-159.660142,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.6,48.5,82.3,20.5,1128.332258,2017-08-11,14:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2709.thumb.jpg,Leaf litter
NA,NA,C-2710,NA,No,NA,22.131092,-159.660092,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.2,65.5,86.2,19.2,1148.22,2017-08-11,14:29:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2710.thumb.jpg,Leaf litter
NA,NA,C-2711,NA,No,NA,22.124922,-159.652492,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.5,NA,74.2,23.3,1124.185185,2017-08-11,15:09:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2711.thumb.jpg,Fruit
NA,NA,C-2712,S-06212,Yes,Some (11-25),19.694972,-155.975192,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,30.5,76.7,24.000000000000004,449.9936306,2017-08-15,13:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2712.thumb.jpg,Leaf litter
NA,NA,C-2712,S-06225,Yes,Some (11-25),19.694972,-155.975192,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,30.5,76.7,24.000000000000004,449.9936306,2017-08-15,13:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2712.thumb.jpg,Leaf litter
NA,NA,C-2712,S-06335,Yes,Some (11-25),19.694972,-155.975192,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,30.5,76.7,24.000000000000004,449.9936306,2017-08-15,13:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2712.thumb.jpg,Leaf litter
NA,NA,C-2712,S-06380,Yes,Some (11-25),19.694972,-155.975192,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,30.5,76.7,24.000000000000004,449.9936306,2017-08-15,13:28:00,1,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2712.thumb.jpg,Leaf litter
NA,NA,C-2713,NA,?,NA,22.130228,-159.660364,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.7,59.5,83.8,19.9,1133.752381,2017-08-11,14:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2713.thumb.jpg,Leaf litter
NA,NA,C-2714,X-028,Yes,Very Few (1-3),22.125064,-159.650711,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,20.2,54,80.2,20.5,1092.871795,2017-08-11,15:53:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2714.thumb.jpg,Leaf litter
NA,NA,C-2715,NA,No,NA,22.124786,-159.651942,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.4,61.5,78.4,22.6,1116.261745,2017-08-11,15:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2715.thumb.jpg,Fungus
NA,NA,C-2716,NA,No,NA,19.688011,-155.975272,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.6,NA,69.9,26.05555555555556,408.2071429,2017-08-15,13:11:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2716.thumb.jpg,Fruit
NA,NA,C-2717,NA,No,NA,22.130353,-159.660333,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.6,NA,83.3,19.9,1139.915663,2017-08-11,14:26:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2717.thumb.jpg,Fungus
NA,NA,C-2718,NA,Tracks,NA,22.124844,-159.651342,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.6,NA,79.4,21.2,1100.787234,2017-08-11,15:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2718.thumb.jpg,Fungus
NA,NA,C-2719,S-05869,Yes,Few (4-10),22.124794,-159.651636,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,20.8,68.5,74.4,24.7,1112.39759,2017-08-11,15:06:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2719.thumb.jpg,Leaf litter
NA,NA,C-2719,S-05870,Yes,Few (4-10),22.124794,-159.651636,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,20.8,68.5,74.4,24.7,1112.39759,2017-08-11,15:06:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2719.thumb.jpg,Leaf litter
NA,NA,C-2720,S-07049,Yes,Proliferating (25+),19.6926,-155.975581,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.4,67.5,72.1,24.66666666666667,439.01,2017-08-15,13:22:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2720.thumb.jpg,Leaf litter
NA,NA,C-2720,S-07050,Yes,Proliferating (25+),19.6926,-155.975581,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,24.4,67.5,72.1,24.66666666666667,439.01,2017-08-15,13:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2720.thumb.jpg,Leaf litter
NA,NA,C-2721,NA,No,NA,22.13075,-159.660094,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,18.3,66,87.5,19.9,1138.781609,2017-08-11,14:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2721.thumb.jpg,Leaf litter
NA,NA,C-2722,NA,Tracks,NA,22.124808,-159.651433,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,20.5,NA,75.7,24,1105.067797,2017-08-11,15:07:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2722.thumb.jpg,Fungus
NA,NA,C-2723,S-05889,Yes,Very Few (1-3),22.125175,-159.650622,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.4,45.5,60.2,26.7,1100.175676,2017-08-11,15:03:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2723.thumb.jpg,Leaf litter
NA,NA,C-2723,S-05890,Yes,Very Few (1-3),22.125175,-159.650622,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.4,45.5,60.2,26.7,1100.175676,2017-08-11,15:03:00,1,Choriorhabditis sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2723.thumb.jpg,Leaf litter
NA,NA,C-2723,S-05896,Yes,Very Few (1-3),22.125175,-159.650622,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.4,45.5,60.2,26.7,1100.175676,2017-08-11,15:03:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2723.thumb.jpg,Leaf litter
NA,NA,C-2724,NA,Tracks,NA,19.718825,-155.948889,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.5,67,76.5,23.333333333333336,1002.364706,2017-08-15,13:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2724.thumb.jpg,Leaf litter
NA,NA,C-2725,NA,No,NA,22.131736,-159.660231,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.4,54,83.8,20.5,1151.258621,2017-08-11,14:34:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2725.thumb.jpg,Leaf litter
NA,NA,C-2726,NA,No,NA,22.124356,-159.653436,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,21.6,NA,79.2,22.6,1114.703846,2017-08-11,15:10:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2726.thumb.jpg,Leaf litter
NA,NA,C-2727,S-05776,Yes,Very Few (1-3),22.124303,-159.6532,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,20.5,45,73.5,23.3,1125.903409,2017-08-11,15:11:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2727.thumb.jpg,Leaf litter
NA,NA,C-2728,S-06100,Yes,Few (4-10),19.719047,-155.949456,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.4,62,80,23.333333333333336,990.5934066,2017-08-15,13:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2728.thumb.jpg,Leaf litter
NA,NA,C-2728,S-06140,Yes,Few (4-10),19.719047,-155.949456,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.4,62,80,23.333333333333336,990.5934066,2017-08-15,13:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2728.thumb.jpg,Leaf litter
NA,NA,C-2728,S-06371,Yes,Few (4-10),19.719047,-155.949456,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,17.4,62,80,23.333333333333336,990.5934066,2017-08-15,13:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2728.thumb.jpg,Leaf litter
NA,NA,C-2729,X-016,Yes,Few (4-10),22.131867,-159.660228,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.7,69,84,20.5,1151.507463,2017-08-11,14:35:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2729.thumb.jpg,Leaf litter
NA,NA,C-2729,X-017,Yes,Few (4-10),22.131867,-159.660228,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.7,69,84,20.5,1151.507463,2017-08-11,14:35:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2729.thumb.jpg,Leaf litter
NA,NA,C-2729,X-018,Yes,Few (4-10),22.131867,-159.660228,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.7,69,84,20.5,1151.507463,2017-08-11,14:35:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2729.thumb.jpg,Leaf litter
NA,NA,C-2729,X-019,Yes,Few (4-10),22.131867,-159.660228,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.7,69,84,20.5,1151.507463,2017-08-11,14:35:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2729.thumb.jpg,Leaf litter
NA,NA,C-2730,NA,No,NA,22.123933,-159.655908,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,20.4,63.5,89.8,20.5,1148.134831,2017-08-11,15:22:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2730.thumb.jpg,Leaf litter
NA,NA,C-2731,NA,Tracks,NA,19.412214,-155.238239,Big Island,Wild forest,Partially Obstructed,no,NA,NA,NA,16.2,NA,92.1,18.5,1190.509259,2017-08-14,12:57:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2731.thumb.jpg,Flower
